Fecha,Magnitud,Latitud,Longitud,Profundidad,Localizacion
2023-09-01,4.0,17.34,-101.34,11.7,"PETATLAN, GRO"
2023-09-01,3.2,19.35,-104.54,61.8,"CIHUATLAN, JAL"
2023-09-01,3.5,16.88,-94.8,118.8,"MATIAS ROMERO, OAX"
2023-09-01,3.5,31.35,-114.32,16.6,"SAN FELIPE, BC"
2023-09-01,3.2,17.62,-101.38,46.8,"PETATLAN, GRO"
2023-09-01,3.2,32.36,-115.06,18.5,"GPE VICTORIA(KM.43), BC"
2023-09-01,3.6,32.36,-115.07,18.2,"GPE VICTORIA(KM.43), BC"
2023-09-01,3.1,18.89,-103.15,23.1,"COALCOMAN, MICH"
2023-09-01,2.7,20.16,-99.04,11.6,"ACTOPAN, HGO"
2023-09-01,2.7,20.17,-99.02,13.6,"ACTOPAN, HGO"
2023-09-01,3.6,15.67,-95.8,5.7,"CRUCECITA, OAX"
2023-09-01,3.5,32.53,-115.51,12.3,"SANTA ISABEL, BC"
2023-09-01,3.9,14.87,-92.59,82.8,"HUIXTLA, CHIS"
2023-09-01,3.7,17.63,-101.3,48.1,"PETATLAN, GRO"
2023-09-01,3.9,17.65,-94.76,134.1,"SAYULA DE ALEMAN, VER"
2023-09-02,3.4,18.5,-103.2,45.6,"COALCOMAN, MICH"
2023-09-02,3.4,31.45,-114.48,11.5,"SAN FELIPE, BC"
2023-09-02,4.2,17.65,-101.09,48.6,"PETATLAN, GRO"
2023-09-02,3.1,19.48,-104.75,40.0,"CIHUATLAN, JAL"
2023-09-02,3.8,15.81,-94.95,15.0,"SALINA CRUZ, OAX"
2023-09-02,3.2,19.38,-104.95,49.8,"CIHUATLAN, JAL"
2023-09-02,3.8,14.88,-92.74,80.8,"HUIXTLA, CHIS"
2023-09-02,3.2,18.17,-103.47,10.0,"COALCOMAN, MICH"
2023-09-02,3.5,16.78,-94.56,121.6,"UNION HIDALGO, OAX"
2023-09-02,3.5,16.13,-93.87,109.9,"ARRIAGA , CHIS"
2023-09-02,3.9,15.29,-94.74,16.1,"SALINA CRUZ, OAX"
2023-09-02,3.5,18.18,-100.42,54.3,"ARCELIA, GRO"
2023-09-02,3.5,28.06,-112.3,10.0,"SANTA ROSALIA, BCS"
2023-09-02,3.6,17.63,-101.32,51.0,"PETATLAN, GRO"
2023-09-02,3.3,18.14,-103.44,10.0,"COALCOMAN, MICH"
2023-09-02,3.5,18.3,-103.06,16.4,"COALCOMAN, MICH"
2023-09-02,3.7,15.57,-95.25,32.1,"SALINA CRUZ, OAX"
2023-09-02,3.5,17.16,-94.07,151.9,"CINTALAPA, CHIS"
2023-09-02,3.2,31.79,-115.78,20.9,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-02,3.8,15.96,-93.99,87.9,"TONALA, CHIS"
2023-09-02,3.2,32.44,-115.06,19.0,"GPE VICTORIA(KM.43), BC"
2023-09-02,3.1,16.2,-98.15,3.4,"PINOTEPA NACIONAL, OAX"
2023-09-02,3.3,18.08,-98.22,51.5,"ACATLAN DE OSORIO, PUE"
2023-09-02,3.4,16.89,-95.21,105.5,"MATIAS ROMERO, OAX"
2023-09-02,3.3,30.59,-116.23,10.0,"VICENTE GUERRERO, BC"
2023-09-02,3.8,16.02,-95.1,10.0,"SALINA CRUZ, OAX"
2023-09-02,3.7,16.43,-95.09,11.9,"JUCHITAN DE ZARAGOZA, OAX"
2023-09-02,3.5,18.87,-104.33,11.2,"MANZANILLO, COL"
2023-09-02,3.7,17.48,-101.16,40.6,"PETATLAN, GRO"
2023-09-02,1.0,22.8,-102.6,2.0,"ZACATECAS, ZAC"
2023-09-02,3.6,17.45,-100.56,11.0,"TECPAN, GRO"
2023-09-02,3.1,19.36,-104.0,21.5,"COQUIMATLAN, COL"
2023-09-02,3.6,31.25,-115.38,12.9,"SAN FELIPE, BC"
2023-09-02,3.9,16.06,-95.06,22.5,"SALINA CRUZ, OAX"
2023-09-02,3.7,18.52,-103.26,40.6,"COALCOMAN, MICH"
2023-09-02,3.4,14.61,-92.73,8.4,"TAPACHULA, CHIS"
2023-09-02,4.0,17.6,-94.64,165.1,"JALTIPAN DE MORELOS, VER"
2023-09-02,3.4,18.77,-104.4,3.7,"MANZANILLO, COL"
2023-09-02,3.2,18.66,-104.41,15.7,"MANZANILLO, COL"
2023-09-02,1.2,22.81,-102.59,2.0,"ZACATECAS, ZAC"
2023-09-02,3.1,16.57,-98.33,27.7,"OMETEPEC, GRO"
2023-09-02,3.3,17.18,-99.53,49.0,"CHILPANCINGO, GRO"
2023-09-02,3.9,15.79,-93.83,77.5,"TONALA, CHIS"
2023-09-02,2.8,16.51,-98.51,13.7,"OMETEPEC, GRO"
2023-09-02,3.7,17.01,-99.17,35.5,"SAN MARCOS, GRO"
2023-09-02,3.6,18.48,-103.22,46.2,"COALCOMAN, MICH"
2023-09-02,3.1,19.33,-104.86,40.3,"CIHUATLAN, JAL"
2023-09-02,3.5,19.35,-104.09,5.0,"COQUIMATLAN, COL"
2023-09-02,3.9,16.52,-95.11,1.8,"CD IXTEPEC, OAX"
2023-09-02,3.3,16.57,-94.79,99.2,"UNION HIDALGO, OAX"
2023-09-02,2.0,16.34,-97.96,8.0,"PINOTEPA NACIONAL, OAX"
2023-09-02,2.9,19.64,-104.47,20.0,"CASIMIRO CASTILLO, JAL"
2023-09-02,3.3,14.88,-92.65,88.0,"HUIXTLA, CHIS"
2023-09-02,3.3,19.37,-105.07,10.2,"CIHUATLAN, JAL"
2023-09-02,2.1,19.37,-99.21,1.0,"V ALVARO OBREGON, CDMX"
2023-09-02,2.4,16.71,-99.45,22.1,"SAN MARCOS, GRO"
2023-09-02,3.6,14.32,-92.32,9.7,"CD HIDALGO, CHIS"
2023-09-02,3.6,18.59,-103.2,10.0,"COALCOMAN, MICH"
2023-09-02,3.3,19.19,-104.93,5.0,"CIHUATLAN, JAL"
2023-09-02,3.7,15.14,-94.17,41.9,"TONALA, CHIS"
2023-09-02,3.4,18.02,-97.17,72.0,"TEPELMEME, OAX"
2023-09-03,3.4,16.77,-99.61,16.7,"SAN MARCOS, GRO"
2023-09-03,3.7,15.97,-97.94,10.0,"PINOTEPA NACIONAL, OAX"
2023-09-03,3.9,15.61,-98.61,16.0,"PINOTEPA NACIONAL, OAX"
2023-09-03,3.5,16.56,-98.43,20.5,"OMETEPEC, GRO"
2023-09-03,3.6,18.13,-103.38,15.5,"COALCOMAN, MICH"
2023-09-03,3.5,30.56,-115.01,5.5,"SAN FELIPE, BC"
2023-09-03,3.9,25.78,-109.86,5.0,"AHOME, SIN"
2023-09-03,3.5,16.12,-97.37,50.4,"RIO GRANDE, OAX"
2023-09-03,2.6,20.35,-98.98,5.0,"ACTOPAN, HGO"
2023-09-03,3.6,16.99,-100.67,12.3,"TECPAN, GRO"
2023-09-03,3.4,18.09,-103.3,12.1,"COALCOMAN, MICH"
2023-09-03,3.9,16.67,-94.59,106.5,"UNION HIDALGO, OAX"
2023-09-03,3.7,21.62,-106.55,4.8,"TUXPAN, NAY"
2023-09-03,3.3,16.5,-99.81,5.0,"ACAPULCO, GRO"
2023-09-03,3.3,16.51,-98.46,10.7,"OMETEPEC, GRO"
2023-09-03,3.3,17.19,-99.92,49.7,"COYUCA DE BENITEZ, GRO"
2023-09-03,3.8,16.47,-94.91,21.9,"UNION HIDALGO, OAX"
2023-09-03,3.6,14.38,-92.64,10.8,"CD HIDALGO, CHIS"
2023-09-03,3.3,14.77,-93.11,56.8,"MAPASTEPEC, CHIS"
2023-09-03,3.5,15.49,-94.37,6.9,"TONALA, CHIS"
2023-09-03,3.5,15.82,-97.22,12.2,"PUERTO ESCONDIDO, OAX"
2023-09-03,3.9,16.1,-95.38,13.6,"SALINA CRUZ, OAX"
2023-09-03,3.2,17.7,-97.36,64.3,"TEPELMEME, OAX"
2023-09-03,3.7,15.32,-94.65,16.1,"SALINA CRUZ, OAX"
2023-09-03,3.4,17.26,-101.24,25.0,"PETATLAN, GRO"
2023-09-03,3.7,15.63,-98.87,15.9,"PINOTEPA NACIONAL, OAX"
2023-09-03,3.3,18.95,-104.28,5.0,"MANZANILLO, COL"
2023-09-03,4.0,16.03,-98.42,10.2,"PINOTEPA NACIONAL, OAX"
2023-09-03,3.5,15.7,-93.69,87.3,"TONALA, CHIS"
2023-09-03,3.8,17.52,-102.29,16.1,"CD LAZARO CARDENAS, MICH"
2023-09-03,3.6,17.16,-99.79,43.7,"ACAPULCO, GRO"
2023-09-03,4.1,20.88,-95.94,16.1,"GUTIERREZ ZAMORA, VER"
2023-09-03,3.9,16.66,-94.02,137.7,"CINTALAPA, CHIS"
2023-09-03,3.9,17.04,-94.79,127.3,"MATIAS ROMERO, OAX"
2023-09-03,4.0,14.0,-92.04,15.4,"CD HIDALGO, CHIS"
2023-09-03,1.2,22.81,-102.59,2.0,"ZACATECAS, ZAC"
2023-09-03,3.6,30.89,-116.13,5.2,"VICENTE GUERRERO, BC"
2023-09-03,3.7,15.67,-94.51,16.1,"ARRIAGA , CHIS"
2023-09-03,3.8,15.12,-93.1,81.4,"MAPASTEPEC, CHIS"
2023-09-03,3.1,16.49,-98.21,28.6,"PINOTEPA NACIONAL, OAX"
2023-09-03,3.9,17.16,-100.21,30.1,"COYUCA DE BENITEZ, GRO"
2023-09-03,3.5,18.19,-103.21,15.0,"COALCOMAN, MICH"
2023-09-03,3.3,18.27,-100.2,53.0,"ARCELIA, GRO"
2023-09-03,3.7,18.54,-106.46,10.0,"CIHUATLAN, JAL"
2023-09-03,3.5,19.34,-103.77,31.6,"VILLA DE ALVAREZ, COL"
2023-09-03,3.5,27.38,-111.32,16.5,"H GUAYMAS, SON"
2023-09-03,3.7,15.27,-94.58,16.1,"SALINA CRUZ, OAX"
2023-09-03,3.4,19.24,-104.0,30.8,"COQUIMATLAN, COL"
2023-09-03,3.8,15.43,-94.57,16.6,"SALINA CRUZ, OAX"
2023-09-03,3.7,14.04,-92.17,30.0,"CD HIDALGO, CHIS"
2023-09-04,3.8,13.98,-92.02,65.1,"CD HIDALGO, CHIS"
2023-09-04,3.2,17.15,-99.57,45.6,"SAN MARCOS, GRO"
2023-09-04,3.0,16.52,-98.49,14.2,"OMETEPEC, GRO"
2023-09-04,3.8,16.93,-95.5,95.6,"MATIAS ROMERO, OAX"
2023-09-04,3.3,18.9,-103.27,52.5,"COALCOMAN, MICH"
2023-09-04,3.9,14.84,-94.1,17.2,"PIJIJIAPAN, CHIS"
2023-09-04,3.3,31.48,-115.48,9.4,"SAN FELIPE, BC"
2023-09-04,3.6,31.36,-114.44,20.0,"SAN FELIPE, BC"
2023-09-04,3.5,18.11,-103.23,10.0,"COALCOMAN, MICH"
2023-09-04,3.4,19.49,-104.26,45.1,"CASIMIRO CASTILLO, JAL"
2023-09-04,3.6,15.78,-97.13,5.0,"PUERTO ESCONDIDO, OAX"
2023-09-04,3.4,19.52,-104.27,32.7,"CASIMIRO CASTILLO, JAL"
2023-09-04,3.1,19.34,-103.91,38.4,"COQUIMATLAN, COL"
2023-09-04,3.6,16.35,-98.25,9.3,"PINOTEPA NACIONAL, OAX"
2023-09-04,3.3,31.46,-115.93,10.0,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-04,3.2,16.97,-100.02,4.1,"COYUCA DE BENITEZ, GRO"
2023-09-04,3.9,14.93,-94.35,16.2,"TONALA, CHIS"
2023-09-04,3.0,31.16,-115.85,10.0,"VICENTE GUERRERO, BC"
2023-09-04,3.6,30.8,-116.45,10.0,"VICENTE GUERRERO, BC"
2023-09-04,3.6,23.28,-109.66,10.0,"SAN JOSE DEL CABO, BCS"
2023-09-04,3.8,14.86,-94.15,18.1,"PIJIJIAPAN, CHIS"
2023-09-04,3.1,19.37,-103.78,32.0,"VILLA DE ALVAREZ, COL"
2023-09-04,4.0,14.8,-93.73,16.4,"PIJIJIAPAN, CHIS"
2023-09-04,3.9,18.14,-103.38,15.4,"COALCOMAN, MICH"
2023-09-04,3.8,15.47,-94.75,15.0,"SALINA CRUZ, OAX"
2023-09-04,3.8,16.11,-97.25,10.0,"RIO GRANDE, OAX"
2023-09-04,3.2,16.22,-96.1,19.5,"CRUCECITA, OAX"
2023-09-04,3.5,31.58,-115.65,20.2,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-04,3.4,19.02,-104.17,10.0,"MANZANILLO, COL"
2023-09-04,3.7,14.17,-92.78,20.6,"CD HIDALGO, CHIS"
2023-09-04,3.6,15.14,-94.29,12.8,"TONALA, CHIS"
2023-09-04,3.8,27.88,-111.99,8.7,"SANTA ROSALIA, BCS"
2023-09-04,3.5,18.66,-102.99,80.8,"COALCOMAN, MICH"
2023-09-04,3.7,31.57,-115.68,20.5,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-04,3.9,15.05,-94.29,10.8,"TONALA, CHIS"
2023-09-04,3.9,14.92,-94.3,10.0,"TONALA, CHIS"
2023-09-04,3.9,16.94,-95.57,93.0,"MATIAS ROMERO, OAX"
2023-09-04,1.0,22.78,-102.59,2.0,"ZACATECAS, ZAC"
2023-09-04,3.9,17.33,-101.32,23.1,"PETATLAN, GRO"
2023-09-04,3.3,19.35,-103.78,35.1,"VILLA DE ALVAREZ, COL"
2023-09-04,3.5,15.97,-95.05,16.2,"SALINA CRUZ, OAX"
2023-09-04,3.6,16.69,-99.48,4.6,"SAN MARCOS, GRO"
2023-09-04,3.3,18.17,-103.06,3.0,"COALCOMAN, MICH"
2023-09-04,4.1,15.85,-96.91,26.6,"PUERTO ESCONDIDO, OAX"
2023-09-04,3.0,31.49,-115.57,19.1,"SAN FELIPE, BC"
2023-09-04,3.5,18.18,-102.64,13.6,"LA MIRA, MICH"
2023-09-04,3.7,16.71,-95.2,94.8,"CD IXTEPEC, OAX"
2023-09-04,2.9,18.1,-100.04,57.7,"TELOLOAPAN, GRO"
2023-09-04,2.8,18.08,-99.97,52.3,"TELOLOAPAN, GRO"
2023-09-04,3.5,18.11,-103.38,11.6,"COALCOMAN, MICH"
2023-09-04,3.6,17.78,-102.23,29.9,"CD LAZARO CARDENAS, MICH"
2023-09-04,3.2,31.57,-115.6,20.7,"GPE VICTORIA(KM.43), BC"
2023-09-04,3.2,19.57,-105.34,30.7,"CIHUATLAN, JAL"
2023-09-04,3.5,18.18,-103.2,12.7,"COALCOMAN, MICH"
2023-09-05,3.4,19.4,-105.17,11.0,"CIHUATLAN, JAL"
2023-09-05,3.2,18.98,-103.96,5.2,"CD DE ARMERIA, COL"
2023-09-05,3.6,17.47,-101.34,29.2,"PETATLAN, GRO"
2023-09-05,3.6,14.54,-92.81,17.6,"TAPACHULA, CHIS"
2023-09-05,3.7,15.45,-94.52,16.1,"TONALA, CHIS"
2023-09-05,3.8,17.96,-106.02,11.6,"CIHUATLAN, JAL"
2023-09-05,3.6,17.19,-95.21,122.8,"MATIAS ROMERO, OAX"
2023-09-05,3.7,16.07,-97.57,8.4,"RIO GRANDE, OAX"
2023-09-05,3.5,16.01,-97.54,16.1,"RIO GRANDE, OAX"
2023-09-05,3.5,28.01,-112.2,3.3,"SANTA ROSALIA, BCS"
2023-09-05,3.5,18.1,-103.21,11.4,"COALCOMAN, MICH"
2023-09-05,3.5,15.93,-93.76,96.7,"TONALA, CHIS"
2023-09-05,3.5,14.82,-93.24,39.6,"MAPASTEPEC, CHIS"
2023-09-05,3.7,16.78,-94.43,114.2,"UNION HIDALGO, OAX"
2023-09-05,3.6,23.32,-109.64,5.0,"SAN JOSE DEL CABO, BCS"
2023-09-05,3.0,19.38,-103.94,30.5,"COQUIMATLAN, COL"
2023-09-05,4.0,16.13,-99.22,16.2,"SAN MARCOS, GRO"
2023-09-05,3.3,18.16,-103.32,21.6,"COALCOMAN, MICH"
2023-09-05,4.4,14.47,-94.02,9.4,"PIJIJIAPAN, CHIS"
2023-09-05,3.0,19.25,-104.03,33.5,"COQUIMATLAN, COL"
2023-09-05,3.3,19.23,-104.03,31.7,"COQUIMATLAN, COL"
2023-09-05,3.9,31.66,-114.49,19.4,"SAN FELIPE, BC"
2023-09-05,3.8,14.71,-92.66,76.7,"TAPACHULA, CHIS"
2023-09-05,3.1,31.48,-115.66,20.2,"VICENTE GUERRERO, BC"
2023-09-05,3.2,17.18,-100.0,49.2,"COYUCA DE BENITEZ, GRO"
2023-09-05,3.4,17.35,-101.26,15.2,"PETATLAN, GRO"
2023-09-05,3.8,30.74,-116.36,4.0,"VICENTE GUERRERO, BC"
2023-09-05,3.6,18.18,-100.87,58.5,"CD ALTAMIRANO, GRO"
2023-09-05,3.5,19.59,-102.42,10.4,"LOS REYES DE SALGADO, MICH"
2023-09-05,3.7,14.96,-92.42,109.3,"TAPACHULA, CHIS"
2023-09-05,3.8,17.1,-100.7,27.9,"TECPAN, GRO"
2023-09-05,3.7,14.1,-92.56,28.5,"CD HIDALGO, CHIS"
2023-09-05,3.9,14.75,-93.96,7.1,"PIJIJIAPAN, CHIS"
2023-09-05,3.4,30.64,-116.42,10.7,"VICENTE GUERRERO, BC"
2023-09-05,1.6,19.57,-99.28,3.0,"CD LOPEZ MATEOS, MEX"
2023-09-05,3.9,16.8,-96.99,54.6,"ZAACHILA, OAX"
2023-09-05,3.9,18.15,-103.31,13.6,"COALCOMAN, MICH"
2023-09-05,3.2,31.1,-115.41,14.0,"SAN FELIPE, BC"
2023-09-05,3.6,15.26,-98.39,10.0,"PINOTEPA NACIONAL, OAX"
2023-09-05,3.6,31.27,-115.37,6.9,"SAN FELIPE, BC"
2023-09-05,3.2,19.21,-104.04,18.5,"COQUIMATLAN, COL"
2023-09-05,3.6,16.8,-96.8,58.9,"OCOTLAN DE MORELOS, OAX"
2023-09-05,3.6,16.82,-96.82,57.3,"ZAACHILA, OAX"
2023-09-05,3.5,16.6,-99.57,9.8,"SAN MARCOS, GRO"
2023-09-05,3.3,17.75,-101.35,56.1,"ZIHUATANEJO, GRO"
2023-09-05,3.2,19.54,-104.09,3.0,"EL GRULLO, JAL"
2023-09-05,3.3,19.33,-104.09,2.0,"COQUIMATLAN, COL"
2023-09-05,3.7,15.96,-96.13,53.4,"CRUCECITA, OAX"
2023-09-05,3.4,19.4,-104.5,67.4,"CIHUATLAN, JAL"
2023-09-05,3.8,17.04,-95.32,111.5,"MATIAS ROMERO, OAX"
2023-09-05,3.7,15.93,-98.82,16.7,"PINOTEPA NACIONAL, OAX"
2023-09-05,3.7,15.08,-94.39,16.1,"TONALA, CHIS"
2023-09-05,3.6,28.01,-112.22,10.0,"SANTA ROSALIA, BCS"
2023-09-05,3.0,31.03,-115.81,12.1,"VICENTE GUERRERO, BC"
2023-09-05,3.6,17.57,-101.53,41.9,"ZIHUATANEJO, GRO"
2023-09-05,3.2,16.95,-99.33,14.3,"SAN MARCOS, GRO"
2023-09-05,3.7,17.16,-94.06,169.4,"CINTALAPA, CHIS"
2023-09-05,3.5,16.38,-98.27,6.3,"PINOTEPA NACIONAL, OAX"
2023-09-05,4.1,14.97,-94.33,16.1,"TONALA, CHIS"
2023-09-05,3.1,17.2,-99.56,6.0,"CHILPANCINGO, GRO"
2023-09-05,4.1,15.25,-93.1,90.5,"MAPASTEPEC, CHIS"
2023-09-05,3.6,14.88,-92.7,91.8,"HUIXTLA, CHIS"
2023-09-06,3.9,17.15,-94.03,180.5,"CINTALAPA, CHIS"
2023-09-06,4.0,14.03,-93.24,10.0,"CD HIDALGO, CHIS"
2023-09-06,3.8,16.65,-94.24,20.1,"CINTALAPA, CHIS"
2023-09-06,3.3,19.14,-98.11,5.0,"S MIGUEL CANOA, PUE"
2023-09-06,3.9,15.75,-96.85,11.5,"PUERTO ESCONDIDO, OAX"
2023-09-06,2.9,17.12,-100.07,52.9,"COYUCA DE BENITEZ, GRO"
2023-09-06,3.6,19.27,-96.27,5.0,"VALENTE DIAZ, VER"
2023-09-06,3.3,17.43,-99.75,10.4,"CHILPANCINGO, GRO"
2023-09-06,3.5,30.75,-116.33,10.0,"VICENTE GUERRERO, BC"
2023-09-06,3.6,30.71,-116.39,10.0,"VICENTE GUERRERO, BC"
2023-09-06,3.6,16.61,-98.89,9.6,"OMETEPEC, GRO"
2023-09-06,2.9,16.56,-98.44,24.7,"OMETEPEC, GRO"
2023-09-06,4.0,17.09,-94.77,131.5,"MATIAS ROMERO, OAX"
2023-09-06,4.1,18.51,-103.24,42.8,"COALCOMAN, MICH"
2023-09-06,3.8,14.52,-92.95,23.1,"TAPACHULA, CHIS"
2023-09-06,3.5,31.48,-115.66,20.2,"VICENTE GUERRERO, BC"
2023-09-06,3.8,15.56,-92.55,164.0,"MAPASTEPEC, CHIS"
2023-09-06,3.5,31.5,-115.66,20.4,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-06,3.1,31.48,-115.66,20.0,"VICENTE GUERRERO, BC"
2023-09-06,3.1,31.49,-115.67,20.0,"VICENTE GUERRERO, BC"
2023-09-06,3.9,15.52,-95.58,6.7,"CRUCECITA, OAX"
2023-09-06,3.6,19.83,-106.1,15.8,"PUERTO VALLARTA, JAL"
