Fecha,Magnitud,Latitud,Longitud,Profundidad,Localizacion
2023-09-14,3.9,16.2,-97.57,12.3,"RIO GRANDE, OAX"
2023-09-14,3.7,18.04,-103.34,15.0,"COALCOMAN, MICH"
2023-09-14,3.5,17.24,-94.49,133.1,"MATIAS ROMERO, OAX"
2023-09-14,3.5,15.6,-97.13,14.7,"PUERTO ESCONDIDO, OAX"
2023-09-14,4.0,15.36,-96.83,15.0,"S PEDRO POCHUTLA, OAX"
2023-09-14,3.7,16.33,-95.55,2.9,"TEHUANTEPEC, OAX"
2023-09-14,3.9,18.56,-101.46,87.7,"HUETAMO, MICH"
2023-09-14,3.7,16.3,-98.27,5.3,"PINOTEPA NACIONAL, OAX"
2023-09-14,3.5,16.28,-98.28,5.4,"PINOTEPA NACIONAL, OAX"
2023-09-14,3.6,17.7,-94.67,111.9,"JALTIPAN DE MORELOS, VER"
2023-09-14,3.5,17.84,-95.91,95.0,"LOMA BONITA, OAX"
2023-09-14,3.3,19.33,-104.03,77.9,"COQUIMATLAN, COL"
2023-09-14,4.2,15.02,-93.54,41.6,"PIJIJIAPAN, CHIS"
2023-09-14,3.8,15.22,-96.71,15.0,"S PEDRO POCHUTLA, OAX"
2023-09-14,4.2,15.65,-93.81,82.7,"TONALA, CHIS"
2023-09-14,3.8,14.77,-94.08,13.2,"PIJIJIAPAN, CHIS"
2023-09-14,3.8,16.85,-94.23,127.2,"CINTALAPA, CHIS"
2023-09-15,3.4,16.21,-97.62,5.0,"RIO GRANDE, OAX"
2023-09-15,3.8,14.21,-92.36,16.1,"CD HIDALGO, CHIS"
2023-09-15,3.5,14.83,-93.96,15.0,"PIJIJIAPAN, CHIS"
2023-09-15,4.1,15.91,-94.9,15.8,"SALINA CRUZ, OAX"
2023-09-15,3.6,16.97,-99.88,35.1,"ACAPULCO, GRO"
2023-09-15,3.4,16.54,-98.46,5.1,"OMETEPEC, GRO"
2023-09-15,3.2,31.25,-115.61,10.3,"VICENTE GUERRERO, BC"
2023-09-15,3.9,16.48,-93.17,213.1,"SUCHIAPA, CHIS"
2023-09-15,4.0,16.92,-95.37,86.2,"MATIAS ROMERO, OAX"
2023-09-15,3.6,18.11,-103.3,10.2,"COALCOMAN, MICH"
2023-09-15,3.3,30.63,-114.42,10.1,"SAN FELIPE, BC"
2023-09-15,3.8,15.7,-95.5,16.6,"SALINA CRUZ, OAX"
2023-09-15,3.3,19.44,-102.19,2.0,"NVO S J PARANGARICUTIRO, MICH"
2023-09-15,3.8,15.87,-96.8,24.0,"PUERTO ESCONDIDO, OAX"
2023-09-15,4.0,16.59,-94.64,112.5,"UNION HIDALGO, OAX"
2023-09-15,3.8,14.41,-93.13,22.3,"HUIXTLA, CHIS"
2023-09-15,3.1,30.66,-114.48,12.1,"SAN FELIPE, BC"
2023-09-15,3.1,16.02,-97.69,15.0,"RIO GRANDE, OAX"
2023-09-15,3.2,16.51,-98.11,32.6,"PINOTEPA NACIONAL, OAX"
2023-09-15,3.1,30.52,-116.18,15.8,"LAZARO CARDENAS, BC"
2023-09-15,3.0,18.19,-97.26,63.6,"S SEBASTIAN ZINACATEPEC, PUE"
2023-09-15,4.0,14.69,-94.62,15.0,"SALINA CRUZ, OAX"
2023-09-15,3.3,31.85,-116.18,11.2,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-15,4.1,15.04,-94.45,15.5,"TONALA, CHIS"
2023-09-15,2.9,16.79,-99.76,12.2,"ACAPULCO, GRO"
2023-09-15,3.2,19.41,-104.1,30.8,"COQUIMATLAN, COL"
2023-09-15,3.1,16.81,-99.35,7.1,"SAN MARCOS, GRO"
2023-09-15,4.1,21.3,-106.24,15.6,"LAS VARAS, NAY"
2023-09-15,3.3,19.15,-104.58,45.8,"CIHUATLAN, JAL"
2023-09-15,3.8,17.12,-99.64,38.0,"ACAPULCO, GRO"
2023-09-15,3.4,17.22,-101.42,5.0,"PETATLAN, GRO"
2023-09-15,3.5,16.52,-98.44,13.7,"OMETEPEC, GRO"
2023-09-15,4.2,16.73,-94.49,110.2,"UNION HIDALGO, OAX"
2023-09-15,4.3,14.97,-93.54,19.5,"PIJIJIAPAN, CHIS"
2023-09-15,3.8,16.55,-94.86,6.0,"UNION HIDALGO, OAX"
2023-09-15,3.4,16.64,-94.87,5.0,"UNION HIDALGO, OAX"
2023-09-15,3.4,16.26,-98.1,10.3,"PINOTEPA NACIONAL, OAX"
2023-09-15,3.6,16.59,-94.85,12.2,"UNION HIDALGO, OAX"
2023-09-15,3.6,16.59,-94.84,2.0,"UNION HIDALGO, OAX"
2023-09-15,3.6,16.56,-98.44,20.8,"OMETEPEC, GRO"
2023-09-15,3.7,16.6,-94.83,7.7,"UNION HIDALGO, OAX"
2023-09-15,3.7,16.34,-98.28,6.9,"PINOTEPA NACIONAL, OAX"
2023-09-15,3.1,27.35,-112.14,10.0,"SANTA ROSALIA, BCS"
2023-09-15,3.6,31.8,-116.22,15.0,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-15,3.4,16.44,-98.28,8.8,"PINOTEPA NACIONAL, OAX"
2023-09-15,3.6,16.24,-98.1,9.1,"PINOTEPA NACIONAL, OAX"
2023-09-15,3.6,16.03,-93.84,80.7,"TONALA, CHIS"
2023-09-15,4.0,14.82,-94.08,16.1,"PIJIJIAPAN, CHIS"
2023-09-15,3.3,16.78,-99.37,4.0,"SAN MARCOS, GRO"
2023-09-15,4.4,14.7,-94.57,16.1,"TONALA, CHIS"
2023-09-15,4.2,14.76,-94.55,16.0,"TONALA, CHIS"
2023-09-15,3.4,16.71,-99.11,26.9,"SAN MARCOS, GRO"
2023-09-15,3.0,16.81,-99.81,10.3,"ACAPULCO, GRO"
2023-09-15,3.8,14.79,-94.55,16.1,"TONALA, CHIS"
2023-09-15,3.3,16.71,-98.78,16.0,"OMETEPEC, GRO"
2023-09-15,3.6,15.58,-93.03,107.8,"MAPASTEPEC, CHIS"
2023-09-15,4.4,15.07,-94.34,16.0,"TONALA, CHIS"
2023-09-15,3.5,19.23,-104.96,5.3,"CIHUATLAN, JAL"
2023-09-15,3.8,14.77,-94.52,15.0,"TONALA, CHIS"
2023-09-16,3.8,14.77,-94.51,15.0,"TONALA, CHIS"
2023-09-16,3.4,17.03,-99.81,34.8,"ACAPULCO, GRO"
2023-09-16,3.7,14.89,-94.46,11.5,"TONALA, CHIS"
2023-09-16,3.2,19.07,-105.26,10.0,"CIHUATLAN, JAL"
2023-09-16,3.9,16.55,-94.84,5.0,"UNION HIDALGO, OAX"
2023-09-16,3.9,14.73,-94.56,16.1,"TONALA, CHIS"
2023-09-16,2.9,31.61,-115.65,21.4,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-16,3.7,14.88,-94.5,11.3,"TONALA, CHIS"
2023-09-16,4.2,14.81,-94.59,16.1,"SALINA CRUZ, OAX"
2023-09-16,3.3,28.09,-112.36,10.0,"SANTA ROSALIA, BCS"
2023-09-16,3.5,16.91,-100.04,5.1,"COYUCA DE BENITEZ, GRO"
2023-09-16,3.9,14.8,-94.5,16.0,"TONALA, CHIS"
2023-09-16,3.3,16.25,-98.27,5.0,"PINOTEPA NACIONAL, OAX"
2023-09-16,3.1,31.52,-115.69,20.0,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-16,3.5,16.5,-98.13,34.4,"PINOTEPA NACIONAL, OAX"
2023-09-16,3.6,15.71,-93.7,88.8,"TONALA, CHIS"
2023-09-16,3.8,14.89,-94.45,15.0,"TONALA, CHIS"
2023-09-16,3.5,30.58,-116.08,2.1,"LAZARO CARDENAS, BC"
2023-09-16,3.9,15.58,-95.24,14.3,"SALINA CRUZ, OAX"
2023-09-16,3.9,16.6,-94.85,5.0,"UNION HIDALGO, OAX"
2023-09-16,3.6,15.5,-93.63,60.6,"PIJIJIAPAN, CHIS"
2023-09-16,3.8,30.89,-114.21,3.9,"SAN FELIPE, BC"
2023-09-16,3.9,17.4,-95.51,19.8,"J RODRIGUEZ CLARA, VER"
2023-09-16,4.4,14.76,-94.56,16.0,"TONALA, CHIS"
2023-09-16,3.8,15.62,-96.83,14.5,"PUERTO ESCONDIDO, OAX"
2023-09-16,3.9,14.74,-94.57,16.0,"TONALA, CHIS"
2023-09-16,3.7,16.64,-93.76,151.3,"CINTALAPA, CHIS"
2023-09-16,3.9,14.85,-94.4,10.0,"TONALA, CHIS"
2023-09-16,3.4,18.71,-103.71,5.0,"TECOMAN, COL"
2023-09-16,3.8,14.78,-94.47,10.0,"TONALA, CHIS"
2023-09-16,3.1,16.1,-97.32,41.0,"RIO GRANDE, OAX"
2023-09-16,4.0,14.82,-94.44,10.0,"TONALA, CHIS"
2023-09-16,3.8,16.71,-94.44,117.8,"UNION HIDALGO, OAX"
2023-09-16,3.5,18.24,-98.91,29.2,"CHIAUTLA DE TAPIA, PUE"
2023-09-16,3.7,17.49,-102.08,20.3,"CD LAZARO CARDENAS, MICH"
2023-09-16,3.9,14.8,-94.49,16.1,"TONALA, CHIS"
2023-09-16,3.7,16.64,-94.03,137.7,"CINTALAPA, CHIS"
2023-09-16,3.9,14.89,-94.43,10.0,"TONALA, CHIS"
2023-09-16,3.4,17.02,-99.09,9.3,"SAN MARCOS, GRO"
2023-09-16,3.4,15.39,-93.22,13.6,"PIJIJIAPAN, CHIS"
2023-09-16,3.5,14.78,-93.25,10.0,"MAPASTEPEC, CHIS"
2023-09-16,3.7,27.66,-111.67,6.2,"SANTA ROSALIA, BCS"
2023-09-16,3.3,16.29,-97.73,5.0,"PINOTEPA NACIONAL, OAX"
2023-09-16,3.5,19.38,-104.13,4.6,"COQUIMATLAN, COL"
2023-09-16,3.7,16.76,-92.22,8.0,"OCOSINGO, CHIS"
2023-09-16,3.2,16.52,-98.46,33.4,"OMETEPEC, GRO"
2023-09-16,3.5,17.18,-95.47,106.0,"MATIAS ROMERO, OAX"
2023-09-16,3.0,16.87,-99.66,24.3,"ACAPULCO, GRO"
2023-09-16,3.9,16.22,-98.2,1.6,"PINOTEPA NACIONAL, OAX"
2023-09-16,4.1,17.0,-94.96,57.9,"MATIAS ROMERO, OAX"
2023-09-16,3.6,16.55,-94.88,18.9,"UNION HIDALGO, OAX"
2023-09-16,3.5,16.47,-98.46,6.8,"OMETEPEC, GRO"
2023-09-16,4.0,25.17,-109.72,12.7,"AHOME, SIN"
2023-09-16,3.8,15.51,-96.65,16.0,"S PEDRO POCHUTLA, OAX"
2023-09-16,3.5,16.61,-94.78,4.9,"UNION HIDALGO, OAX"
2023-09-16,3.4,15.38,-98.32,5.0,"PINOTEPA NACIONAL, OAX"
2023-09-16,3.2,19.3,-103.97,34.7,"COQUIMATLAN, COL"
2023-09-16,3.9,17.12,-96.66,60.9,"STA LUCIA DEL CAMINO, OAX"
2023-09-16,4.2,17.96,-100.81,55.6,"CD ALTAMIRANO, GRO"
2023-09-16,3.7,16.93,-95.29,105.4,"MATIAS ROMERO, OAX"
2023-09-17,3.9,15.98,-97.07,37.2,"PUERTO ESCONDIDO, OAX"
2023-09-17,3.6,15.53,-92.54,148.5,"MOTOZINTLA, CHIS"
2023-09-17,3.5,16.13,-95.05,10.0,"SALINA CRUZ, OAX"
2023-09-17,3.5,18.21,-103.46,6.1,"COALCOMAN, MICH"
2023-09-17,3.5,16.46,-98.55,15.8,"OMETEPEC, GRO"
2023-09-17,3.2,16.43,-98.45,13.8,"OMETEPEC, GRO"
2023-09-17,3.3,18.67,-103.25,10.0,"COALCOMAN, MICH"
2023-09-17,3.5,18.58,-103.48,41.7,"COALCOMAN, MICH"
2023-09-17,3.4,16.63,-94.83,10.0,"UNION HIDALGO, OAX"
2023-09-17,3.8,16.78,-94.12,137.5,"CINTALAPA, CHIS"
2023-09-17,3.4,16.48,-98.44,12.5,"OMETEPEC, GRO"
2023-09-17,3.7,15.64,-96.84,4.3,"PUERTO ESCONDIDO, OAX"
2023-09-17,3.2,30.96,-115.21,12.7,"SAN FELIPE, BC"
2023-09-17,4.2,17.08,-94.16,154.0,"CINTALAPA, CHIS"
2023-09-17,3.4,16.1,-97.2,39.1,"RIO GRANDE, OAX"
2023-09-17,3.7,15.61,-93.64,77.5,"PIJIJIAPAN, CHIS"
2023-09-17,3.1,16.81,-98.25,46.4,"OMETEPEC, GRO"
2023-09-17,3.4,15.65,-93.28,99.5,"PIJIJIAPAN, CHIS"
2023-09-17,3.5,31.08,-115.93,10.9,"VICENTE GUERRERO, BC"
2023-09-17,3.4,16.87,-100.11,14.8,"COYUCA DE BENITEZ, GRO"
2023-09-17,3.4,15.86,-93.2,126.7,"PIJIJIAPAN, CHIS"
2023-09-17,3.2,19.25,-105.09,5.7,"CIHUATLAN, JAL"
2023-09-17,3.4,17.25,-95.37,11.8,"MATIAS ROMERO, OAX"
2023-09-17,3.1,31.3,-115.55,11.5,"SAN FELIPE, BC"
2023-09-17,3.4,17.94,-101.48,47.4,"ZIHUATANEJO, GRO"
2023-09-17,3.9,18.14,-103.26,7.0,"COALCOMAN, MICH"
2023-09-17,3.4,31.03,-115.39,8.9,"SAN FELIPE, BC"
2023-09-17,3.7,16.82,-99.79,18.7,"ACAPULCO, GRO"
2023-09-17,4.1,14.29,-93.42,10.0,"HUIXTLA, CHIS"
2023-09-17,3.4,15.84,-97.26,2.0,"PUERTO ESCONDIDO, OAX"
2023-09-17,4.0,14.45,-94.11,10.0,"PIJIJIAPAN, CHIS"
2023-09-17,3.5,18.09,-103.22,5.0,"COALCOMAN, MICH"
2023-09-17,4.1,26.26,-110.64,17.8,"LORETO, BCS"
2023-09-17,3.8,15.24,-93.12,81.0,"MAPASTEPEC, CHIS"
2023-09-17,3.9,17.09,-94.76,54.2,"MATIAS ROMERO, OAX"
2023-09-17,3.3,31.43,-115.56,20.2,"SAN FELIPE, BC"
2023-09-17,3.5,14.13,-92.42,11.7,"CD HIDALGO, CHIS"
2023-09-17,3.1,17.62,-97.78,62.9,"H HUAJUAPAN DE LEON, OAX"
2023-09-17,3.7,16.17,-95.02,24.0,"SALINA CRUZ, OAX"
2023-09-17,3.4,16.26,-98.15,10.6,"PINOTEPA NACIONAL, OAX"
2023-09-17,3.5,18.05,-103.4,5.0,"COALCOMAN, MICH"
2023-09-17,3.4,16.62,-94.5,101.7,"UNION HIDALGO, OAX"
2023-09-17,3.1,15.96,-97.65,16.1,"RIO GRANDE, OAX"
2023-09-17,3.7,15.99,-97.61,16.2,"RIO GRANDE, OAX"
2023-09-17,3.2,16.78,-99.7,22.9,"ACAPULCO, GRO"
2023-09-17,3.4,27.57,-111.59,15.0,"SANTA ROSALIA, BCS"
2023-09-17,3.7,17.98,-106.16,16.1,"CIHUATLAN, JAL"
2023-09-17,3.6,15.34,-93.54,4.0,"PIJIJIAPAN, CHIS"
2023-09-17,3.5,19.34,-104.05,51.4,"COQUIMATLAN, COL"
2023-09-17,3.0,19.12,-104.03,6.1,"CD DE ARMERIA, COL"
2023-09-17,3.4,32.0,-115.34,8.3,"GPE VICTORIA(KM.43), BC"
2023-09-17,3.9,16.39,-93.94,109.5,"ARRIAGA , CHIS"
2023-09-17,3.8,15.29,-94.7,17.8,"SALINA CRUZ, OAX"
2023-09-17,3.8,17.07,-94.7,128.7,"MATIAS ROMERO, OAX"
2023-09-17,3.2,19.36,-103.75,30.4,"VILLA DE ALVAREZ, COL"
2023-09-17,3.7,16.23,-97.32,4.9,"RIO GRANDE, OAX"
2023-09-17,4.0,15.42,-93.21,89.3,"PIJIJIAPAN, CHIS"
2023-09-17,3.6,18.21,-103.89,18.6,"TECOMAN, COL"
2023-09-17,4.1,16.34,-98.28,4.0,"PINOTEPA NACIONAL, OAX"
2023-09-17,3.2,16.26,-98.03,5.7,"PINOTEPA NACIONAL, OAX"
2023-09-17,3.2,16.22,-98.18,3.9,"PINOTEPA NACIONAL, OAX"
2023-09-17,4.0,14.38,-93.51,15.0,"MAPASTEPEC, CHIS"
2023-09-17,3.5,16.29,-93.99,97.7,"ARRIAGA , CHIS"
2023-09-17,3.3,16.53,-99.23,25.6,"SAN MARCOS, GRO"
2023-09-17,3.8,20.37,-105.32,14.0,"PUERTO VALLARTA, JAL"
2023-09-17,4.0,14.95,-94.33,16.1,"TONALA, CHIS"
2023-09-17,3.7,16.51,-99.35,7.1,"SAN MARCOS, GRO"
2023-09-17,3.7,15.49,-94.89,16.2,"SALINA CRUZ, OAX"
2023-09-17,3.4,17.36,-94.87,122.9,"MATIAS ROMERO, OAX"
2023-09-17,3.5,18.57,-105.32,10.0,"CIHUATLAN, JAL"
2023-09-17,3.8,18.54,-105.3,11.0,"CIHUATLAN, JAL"
2023-09-18,3.8,18.13,-103.38,8.5,"COALCOMAN, MICH"
2023-09-18,3.6,17.24,-100.92,31.1,"TECPAN, GRO"
2023-09-18,3.6,16.75,-99.43,2.1,"SAN MARCOS, GRO"
2023-09-18,3.9,16.27,-91.18,10.4,"LAS MARGARITAS, CHIS"
2023-09-18,3.3,17.63,-94.79,135.0,"SAYULA DE ALEMAN, VER"
2023-09-18,3.6,16.34,-98.27,5.8,"PINOTEPA NACIONAL, OAX"
2023-09-18,3.3,31.41,-114.42,10.0,"SAN FELIPE, BC"
2023-09-18,3.4,31.43,-114.4,10.0,"SAN FELIPE, BC"
2023-09-18,3.6,19.46,-104.26,38.9,"CASIMIRO CASTILLO, JAL"
2023-09-18,3.7,31.43,-114.45,10.0,"SAN FELIPE, BC"
2023-09-18,4.3,14.05,-92.45,14.2,"CD HIDALGO, CHIS"
2023-09-18,3.3,16.73,-99.46,4.0,"SAN MARCOS, GRO"
2023-09-18,3.8,14.48,-93.11,10.0,"HUIXTLA, CHIS"
2023-09-18,3.4,17.6,-94.72,131.7,"SAYULA DE ALEMAN, VER"
2023-09-18,3.4,18.63,-103.82,5.0,"TECOMAN, COL"
2023-09-18,4.2,13.98,-92.49,15.0,"CD HIDALGO, CHIS"
2023-09-18,3.5,16.76,-99.69,5.0,"ACAPULCO, GRO"
2023-09-18,3.5,17.25,-94.42,136.2,"MATIAS ROMERO, OAX"
2023-09-18,3.3,15.96,-97.5,12.1,"RIO GRANDE, OAX"
2023-09-18,3.5,15.09,-93.23,71.8,"MAPASTEPEC, CHIS"
2023-09-18,3.9,17.57,-103.34,9.5,"LA MIRA, MICH"
2023-09-18,3.3,31.59,-115.65,10.0,"RODOLFO SANCHEZ T(MRO), BC"
2023-09-18,4.0,18.24,-93.28,30.0,"COMALCALCO, TAB"
2023-09-18,3.5,16.89,-94.1,136.1,"CINTALAPA, CHIS"
2023-09-18,3.6,17.34,-95.0,132.2,"MATIAS ROMERO, OAX"
2023-09-18,3.4,17.32,-101.58,5.0,"ZIHUATANEJO, GRO"
2023-09-18,4.0,15.2,-94.45,16.1,"TONALA, CHIS"
2023-09-18,3.5,16.85,-99.22,44.3,"SAN MARCOS, GRO"
2023-09-18,3.6,15.59,-97.43,17.1,"RIO GRANDE, OAX"
2023-09-18,3.7,17.45,-94.79,132.7,"SAYULA DE ALEMAN, VER"
2023-09-18,3.6,15.99,-97.7,17.2,"RIO GRANDE, OAX"
2023-09-18,3.0,31.35,-115.53,7.2,"SAN FELIPE, BC"
2023-09-18,3.2,31.35,-115.54,7.9,"SAN FELIPE, BC"
2023-09-18,3.1,16.11,-98.46,3.0,"PINOTEPA NACIONAL, OAX"
2023-09-18,3.2,16.34,-98.27,10.2,"PINOTEPA NACIONAL, OAX"
2023-09-18,3.8,26.21,-99.92,10.0,"CIENEGA DE FLORES, NL"
2023-09-18,3.8,14.76,-94.55,10.0,"TONALA, CHIS"
2023-09-18,3.6,16.05,-97.57,14.2,"RIO GRANDE, OAX"
2023-09-18,3.6,16.53,-98.48,3.0,"OMETEPEC, GRO"
2023-09-18,3.7,16.46,-95.1,10.5,"JUCHITAN DE ZARAGOZA, OAX"
2023-09-18,4.0,14.7,-94.57,17.9,"TONALA, CHIS"
2023-09-18,3.1,16.36,-97.86,8.9,"PINOTEPA NACIONAL, OAX"
2023-09-18,3.6,30.58,-114.56,4.1,"SAN FELIPE, BC"
2023-09-18,3.5,20.81,-103.49,8.0,"TESISTAN, JAL"
2023-09-18,3.8,16.45,-95.08,2.3,"JUCHITAN DE ZARAGOZA, OAX"
2023-09-18,3.5,19.21,-104.07,4.7,"COQUIMATLAN, COL"
2023-09-18,2.5,18.14,-103.54,5.0,"COALCOMAN, MICH"
2023-09-18,3.3,15.99,-97.7,16.0,"RIO GRANDE, OAX"
2023-09-18,3.5,16.49,-99.34,3.6,"SAN MARCOS, GRO"
2023-09-18,3.4,14.55,-92.56,3.5,"CD HIDALGO, CHIS"
2023-09-18,3.6,18.75,-102.2,84.0,"NUEVA ITALIA, MICH"
2023-09-18,3.8,24.76,-109.21,16.1,"G LEYVA SOLANO (BENITO JUAREZ), SIN"
2023-09-18,3.5,19.0,-105.47,3.8,"CIHUATLAN, JAL"
2023-09-18,3.0,18.17,-103.2,14.9,"COALCOMAN, MICH"
2023-09-18,3.9,17.37,-95.64,99.1,"J RODRIGUEZ CLARA, VER"
2023-09-18,3.3,15.83,-95.24,39.0,"SALINA CRUZ, OAX"
2023-09-18,3.7,17.92,-101.51,67.9,"ZIHUATANEJO, GRO"
2023-09-18,3.6,30.61,-116.89,4.7,"VICENTE GUERRERO, BC"
2023-09-18,3.4,18.09,-103.3,8.2,"COALCOMAN, MICH"
2023-09-18,3.4,17.46,-94.54,149.5,"MINATITLAN, VER"
2023-09-18,3.8,14.78,-93.89,13.2,"PIJIJIAPAN, CHIS"
2023-09-19,3.9,18.02,-100.01,51.9,"TELOLOAPAN, GRO"
2023-09-19,3.5,18.65,-103.05,49.7,"COALCOMAN, MICH"
2023-09-19,3.1,16.29,-98.24,12.9,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.2,17.12,-100.98,20.0,"TECPAN, GRO"
2023-09-19,3.4,16.57,-93.76,135.4,"CINTALAPA, CHIS"
2023-09-19,3.3,17.36,-94.42,147.8,"LAS CHOAPAS, VER"
2023-09-19,3.3,17.38,-101.44,30.2,"PETATLAN, GRO"
2023-09-19,3.5,30.75,-114.34,6.4,"SAN FELIPE, BC"
2023-09-19,3.3,18.4,-103.17,43.8,"COALCOMAN, MICH"
2023-09-19,4.0,15.48,-95.94,5.0,"CRUCECITA, OAX"
2023-09-19,3.0,16.92,-99.82,3.4,"ACAPULCO, GRO"
2023-09-19,3.6,15.32,-94.77,16.1,"SALINA CRUZ, OAX"
2023-09-19,3.9,24.64,-109.16,10.0,"GUASAVE, SIN"
2023-09-19,3.0,16.85,-97.66,25.5,"H TLAXIACO, OAX"
2023-09-19,3.8,16.6,-95.48,2.1,"TEHUANTEPEC, OAX"
2023-09-19,3.9,16.58,-95.44,3.1,"TEHUANTEPEC, OAX"
2023-09-19,3.6,16.04,-93.87,91.1,"TONALA, CHIS"
2023-09-19,3.4,16.98,-100.75,4.7,"TECPAN, GRO"
2023-09-19,3.6,18.46,-103.85,10.0,"TECOMAN, COL"
2023-09-19,3.8,16.89,-95.44,87.3,"MATIAS ROMERO, OAX"
2023-09-19,3.9,17.2,-102.28,16.1,"CD LAZARO CARDENAS, MICH"
2023-09-19,3.9,18.91,-102.32,82.4,"APATZINGAN, MICH"
2023-09-19,3.8,15.25,-94.28,11.8,"TONALA, CHIS"
2023-09-19,3.4,17.35,-95.08,116.0,"MATIAS ROMERO, OAX"
2023-09-19,3.3,16.07,-98.02,5.0,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.3,16.93,-100.41,26.5,"ATOYAC DE ALVAREZ, GRO"
2023-09-19,3.8,16.65,-100.53,10.0,"COYUCA DE BENITEZ, GRO"
2023-09-19,3.9,15.42,-94.8,22.8,"SALINA CRUZ, OAX"
2023-09-19,3.9,15.18,-93.45,73.2,"PIJIJIAPAN, CHIS"
2023-09-19,4.4,16.62,-100.45,6.1,"COYUCA DE BENITEZ, GRO"
2023-09-19,4.1,16.62,-100.45,10.0,"COYUCA DE BENITEZ, GRO"
2023-09-19,3.2,16.23,-98.26,7.9,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.4,18.89,-104.51,27.6,"MANZANILLO, COL"
2023-09-19,3.4,16.64,-100.5,6.0,"COYUCA DE BENITEZ, GRO"
2023-09-19,3.7,25.1,-109.57,10.0,"LOS MOCHIS, SIN"
2023-09-19,3.8,15.41,-98.05,16.7,"RIO GRANDE, OAX"
2023-09-19,1.9,22.78,-102.61,2.0,"ZACATECAS, ZAC"
2023-09-19,3.3,19.01,-104.68,8.9,"CIHUATLAN, JAL"
2023-09-19,3.7,15.59,-94.86,16.0,"SALINA CRUZ, OAX"
2023-09-19,3.9,14.78,-92.03,116.4,"CD HIDALGO, CHIS"
2023-09-19,3.9,14.77,-93.25,14.7,"MAPASTEPEC, CHIS"
2023-09-19,3.4,18.3,-103.09,2.0,"COALCOMAN, MICH"
2023-09-19,4.1,17.96,-101.75,52.6,"ZIHUATANEJO, GRO"
2023-09-19,3.3,16.14,-97.21,33.7,"RIO GRANDE, OAX"
2023-09-19,3.5,19.21,-104.18,29.1,"MANZANILLO, COL"
2023-09-19,3.6,16.17,-97.28,35.2,"RIO GRANDE, OAX"
2023-09-19,3.3,17.38,-95.28,115.8,"MATIAS ROMERO, OAX"
2023-09-19,3.2,18.96,-103.59,38.1,"TECOMAN, COL"
2023-09-19,3.9,16.96,-96.35,72.0,"TLACOLULA, OAX"
2023-09-19,3.9,16.58,-98.46,14.7,"OMETEPEC, GRO"
2023-09-19,3.2,16.43,-98.5,7.2,"OMETEPEC, GRO"
2023-09-19,3.4,16.5,-98.47,10.5,"OMETEPEC, GRO"
2023-09-19,3.4,19.32,-104.12,2.0,"COQUIMATLAN, COL"
2023-09-19,3.3,19.33,-104.64,41.9,"CIHUATLAN, JAL"
2023-09-19,4.1,22.0,-107.88,13.9,"MAZATLAN, SIN"
2023-09-19,3.5,16.61,-100.47,4.3,"COYUCA DE BENITEZ, GRO"
2023-09-19,3.2,16.89,-98.61,34.6,"OMETEPEC, GRO"
2023-09-19,3.7,16.91,-100.05,5.6,"COYUCA DE BENITEZ, GRO"
2023-09-19,3.8,16.88,-100.64,1.1,"TECPAN, GRO"
2023-09-19,3.8,15.81,-98.16,13.8,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.9,14.01,-92.98,10.0,"CD HIDALGO, CHIS"
2023-09-19,3.7,18.65,-107.41,10.0,"CIHUATLAN, JAL"
2023-09-19,3.5,18.27,-103.48,4.4,"COALCOMAN, MICH"
2023-09-19,3.4,27.74,-111.83,8.9,"SANTA ROSALIA, BCS"
2023-09-19,3.7,25.79,-100.56,5.0,"GARCIA, NL"
2023-09-19,3.8,15.87,-93.74,86.4,"TONALA, CHIS"
2023-09-19,3.7,15.73,-94.02,73.2,"TONALA, CHIS"
2023-09-19,3.7,25.64,-100.62,9.6,"CD STA CATARINA, NL"
2023-09-19,3.6,17.26,-101.23,13.6,"PETATLAN, GRO"
2023-09-19,3.7,17.24,-101.2,22.0,"PETATLAN, GRO"
2023-09-19,4.4,16.3,-98.25,5.9,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.6,16.36,-98.25,10.2,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.3,16.35,-98.25,9.7,"PINOTEPA NACIONAL, OAX"
2023-09-19,3.6,16.5,-95.65,65.7,"TEHUANTEPEC, OAX"
2023-09-19,3.8,16.73,-99.94,10.9,"ACAPULCO, GRO"
2023-09-19,3.1,16.54,-98.48,3.9,"OMETEPEC, GRO"
2023-09-19,3.2,17.51,-101.2,39.9,"PETATLAN, GRO"
2023-09-19,3.2,16.59,-98.47,35.6,"OMETEPEC, GRO"
2023-09-19,3.6,18.08,-103.29,6.5,"COALCOMAN, MICH"
2023-09-19,3.5,18.16,-103.36,22.6,"COALCOMAN, MICH"
2023-09-19,3.3,16.82,-99.38,5.0,"SAN MARCOS, GRO"
